Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.42823093,25.50654987,35.65363548,46.31799164,53.10093266,63.63005371,78.44665887,87.36326511,100.6214912,118.653296
Barbados,BRB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.54649355,51.03361292,72.70237282,74.61919565,85.45537108,92.42770004,103.1134576,119.9061557,124.0774676,122.9445169
Brunei Darussalam,BRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.30650957,50.20337227,56.32593557,63.78829626,81.40159832,97.64591362,105.122542,107.5476809,111.9538089,112.5665502
Bhutan,BTN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.359168513,2.995859521,5.549227039,12.48505499,22.47622113,37.73437977,49.9670511,57.52214068,69.838511
Botswana,BWA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.49171732,25.65604896,29.61382069,31.33727387,44.83176717,61.41221962,77.56111668,95.93564979,118.9373989,143.9048667
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.331393367,1.030614135,1.515199343,2.476239246,2.671154854,8.099075514,13.33843158,19.91045791,22.32240228,22.4604103
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,38.07781081,42.20966635,47.20970229,52.90522486,57.62395885,61.57580045,66.26894203,70.56194624,75.62882084,77.70889847
Central Europe and the Baltics,CEB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.11032346,54.02372731,67.70070896,82.10999515,96.99382091,111.2030414,119.1981221,119.9267578,122.1266339,125.2909162
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,79.4460317,85.14989422,85.67706623,92.51933445,99.70768138,108.9147354,116.7114642,120.8543333,123.505678,127.5154446
Channel Islands,CHI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,39.81221097,45.8576693,57.82954587,65.31393577,76.13071604,84.42248866,88.55856188,97.41822695,116.3498908,129.4870432
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,15.75742107,20.52400801,25.3063175,29.56214176,34.44822335,40.66184883,47.37436885,54.89500349,62.75543093,71.6494509
Cote d'Ivoire,CIV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.960338191,7.276843066,9.31711727,12.80033348,21.67656203,38.95266643,53.29626495,65.72716178,75.97078842,82.4790839
Cameroon,CMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.288568703,6.410384227,8.869803808,12.70205787,17.20808878,24.21746773,32.00020714,40.44544093,42.4588254,50.15985545
"Congo, Dem. Rep.",COD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.122882079,2.423356236,3.751204096,5.012409853,7.804212083,11.2773048,16.44996759,15.1461537,18.3079963,23.43620874
"Congo, Rep.",COG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.700122977,9.686162466,10.92882772,15.40785724,24.49838337,33.21959414,45.04565141,71.12245865,87.01408675,88.39351294
Colombia,COL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.24539087,14.91231688,24.71857858,51.23366844,68.89374311,77.60184186,93.46915912,94.21131201,98.35249333,101.1774872
Comoros,COM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.34292906,1.402814336,2.537984752,5.886897873,9.6792494,13.95875715,18.2095263,23.96403032,30.63225248
Cabo Verde,CPV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.696106341,11.85562199,14.40594634,17.64910417,23.20225078,32.04058435,57.74661947,59.71611212,75.48319916,79.46746262
Costa Rica,CRI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.25279663,18.69090043,21.84734051,25.69838959,33.22393826,34.24168851,42.27015824,43.14156532,68.34419181,89.63932463
Caribbean small states,CSS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,31.08900653,42.66910802,54.8833477,64.68923432,82.40363352,94.20747497,103.33394,110.4145693,113.8059452,107.2870653
Cuba,CUB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.159388895,0.314858169,0.673729252,1.203507642,1.356110797,1.762064263,2.952183467,5.53284137,8.934883401,11.70400913
Curacao,CUW,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,138.3374494,136.7526409,135.4390572
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.89543781,45.11923143,70.56072815,164.3186293,182.4182105,194.141163,182.6157218,196.4842197,177.4562394,167.2086112
Cyprus,CYP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,58.93851361,76.8670939,90.47890034,106.0158515,115.6584033,128.9551148,129.4054983,121.1152274,124.9330675,128.4975265
Czech Republic,CZE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.98320136,94.81935781,105.304275,114.7951481,120.4647441,127.7198404,132.1804643,124.5463764,122.7549747,124.6172225
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,72.51844181,79.39777279,87.35466029,97.14257025,105.1303054,118.3999684,130.1697232,129.7899266,109.3693912,112.4225954
Djibouti,DJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.008188052,3.027746001,4.468878426,5.62435685,5.640458969,8.633548161,13.82334711,15.55598238,19.71118712,22.61390179
Dominica,DMA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.43058837,33.93152639,59.44417607,73.66586862,101.1058005,125.7150929,128.482076,139.0241493,148.9418437,153.5958035
Denmark,DNK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.34111016,88.4931932,95.63465791,100.5072946,107.050897,115.3215924,119.2672102,123.6555052,115.5890246,128.4831321
Dominican Republic,DOM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,19.49127648,23.63659968,28.23643448,39.82836805,49.96003769,59.03138509,76.23626372,90.11226893,91.72431164,89.37726907
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.41341221,4.484626702,14.93450892,41.2110671,62.41774249,80.67065762,77.83184216,92.63014159,91.11307345,97.14817842
East Asia & Pacific (excluding high income),EAP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,13.9852457,18.37300941,23.41050139,27.96176079,33.57917762,42.31500973,52.09310293,60.34440112,69.59811627,79.53621861
Early-demographic dividend,EAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.056335903,8.311235515,11.66807486,17.2534916,25.3030054,34.72950704,45.19659591,55.6609132,68.09688123,77.49740441
East Asia & Pacific,EAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.17777147,24.5600055,29.3985605,33.83504758,39.21674049,47.73917799,56.76871048,64.59198508,73.36464582,82.88085088
Europe & Central Asia (excluding high income),ECA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,15.08294172,23.30887753,39.36476454,60.62759737,79.93843671,94.49333111,108.0937709,118.034322,122.4562923,119.0188643
Europe & Central Asia,ECS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,47.77843802,55.26126299,66.34258802,81.10398867,94.64322361,106.3992974,115.1195632,119.5033152,120.29756,120.3750834
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.87556706,17.93731308,26.06702604,45.17865705,60.35150615,69.52706865,80.38448544,89.62622164,98.46522414,100.5827321
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.287609004,7.960786365,10.3044983,18.04681927,23.4164801,38.46715478,51.84416726,68.222556,85.37935061,98.69381667
Euro area,EMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.77296115,82.76410938,89.47148382,98.53949104,106.6571282,116.7875791,122.1796223,121.4396804,117.5142143,120.5033926
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.735347376,1.430593503,2.124456644,2.814850214,3.546811572,4.523513423,5.84383531,7.527725817
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,79.98885724,87.37778941,89.18046164,96.9899264,102.1608026,106.5891589,107.7156929,109.593787,109.4999053,111.6945012
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,63.71444358,76.49749546,92.09175947,106.6132211,122.9246689,125.1100204,121.2221275,117.543362,124.0753516,136.0294311
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.071809949,0.071114846,0.209503013,0.53785179,1.104228268,1.497995373,2.357230764,4.753627819,7.820633062,15.6719216
European Union,EUU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,71.27291445,78.28624218,86.39498547,96.31990462,105.6139966,115.8384684,121.2177857,121.142329,118.7940997,121.5241339
Fragile and conflict affected situations,FCS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.525016344,2.498007296,4.189783723,6.612608342,12.61278121,18.8133411,25.73031844,32.09197473,38.69174354,44.79812752
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,86.63830623,90.8177069,95.15143538,100.2105563,107.4374168,114.7659407,128.3967569,144.1337022,156.361179,165.8615394
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.02719756,13.46467731,17.38561612,24.95119303,34.3847464,63.38846434,70.97559504,74.97332004,81.17066635,84.19721373
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,64.52020043,69.21311352,73.386296,78.67784699,83.99106172,89.47598456,93.18877831,92.60523577,91.89795153,94.61229513
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,73.54392056,80.16950582,86.7605042,88.07677801,104.5467861,109.0831155,114.7218737,119.2122657,124.3276028,122.2738013
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.093431748,5.490126379,11.98780774,13.28006483,17.66710006,26.26862242,26.55901413,26.70551105,26.73960995,26.67955534
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,21.67862673,22.72808198,36.14779195,52.97835603,62.78961956,79.3847512,85.60854505,92.41979237,99.1293854,140.6967681
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,82.97838392,91.09287534,99.69128194,108.5982533,115.2192759,120.1464736,120.5902647,121.7296478,120.9109032,120.5248128
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.82600924,16.77838907,19.893081,27.89218863,40.66830242,62.39013628,66.505345,68.86768132,97.05162037,108.5598026
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.910341409,3.833819455,7.968100146,13.17720456,23.26837304,33.1130068,49.10251201,62.50859917,70.36810776,83.37042346
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,37.90106535,48.8404239,55.85519922,60.20650832,65.83475477,71.60545395,77.47549093,85.20780575,89.32559178,96.69165774
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.057200299,1.273835432,1.735429756,2.074738673,,21.01246018,28.2375884,35.0144097,39.2457901,46.64462416
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.121183313,10.29708433,11.69374158,16.03105702,25.40741276,48.80763339,69.03133574,75.44043225,82.44201972,75.81447796
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.099352843,3.003520387,7.347966065,11.42074404,20.98575814,34.56655996,37.76110723,44.48741921,46.87390634
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.860385429,6.043712791,8.633807984,12.92801537,15.29644511,18.25512634,20.90980902,22.18281076,42.31385095,48.5239443
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.2946338,79.65321684,82.99369506,91.40834783,98.16363153,110.5621959,124.9905234,121.3136511,112.9052704,111.9946119
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.288148677,40.66439114,41.50862028,44.77121373,44.02142319,48.8458979,56.91662874,108.1624744,114.7910725,113.1643507
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.25248593,52.45997037,68.64634811,81.61401907,94.60953819,116.6406099,98.1967242,94.2532788,101.2553409,103.8725421
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.91755782,16.27758555,24.75794771,34.43843431,53.58463647,86.84145276,106.7269971,120.8936927,123.4959332,130.3054673
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,44.85417621,50.59695531,61.98569269,,,,,,,
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,10.66073747,18.51389599,23.0183027,37.70865079,53.5946609,72.17585609,59.9569908,65.33653062,74.77583143,70.3108129
High income,HIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,63.65146147,69.64231649,76.38760365,83.66751138,91.35594312,99.72920401,104.2516538,107.3875676,109.3302081,113.177185
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.43329939,109.2870632,121.786324,126.2155492,138.8419425,157.1871114,168.2705541,181.9180111,198.0056503,218.2648621
Honduras,HND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.712014911,5.338375606,9.710360619,17.18011231,29.35117283,53.59319144,77.8191457,102.9442599,114.2783923,95.06593287
Heavily indebted poor countries (HIPC),HPC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.691951073,2.760708143,4.255530934,6.354733972,10.70615069,16.63277626,24.65610982,30.7026629,37.23336179,45.08495278
Croatia,HRV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,52.60932085,57.81181824,64.68011685,83.36344562,100.5587794,115.4078488,104.6441053,107.6879222,113.8670083,118.5954693
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.599241503,3.595463604,4.421317515,5.439742616,12.84138693,26.32873767,33.17237819,37.23191338,40.20374454,41.58284094
Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,67.72813346,78.33860647,86.28409963,92.40589149,99.10564734,110.0335799,122.34113,118.4050126,120.9970314,118.1317201
IBRD only,IBD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.69927121,15.79971537,21.62337999,29.0971027,37.58635708,46.99121565,57.35710953,67.6512805,78.78672667,87.54900624
IDA & IBRD total,IBT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,9.463875664,12.83167006,17.76231216,24.25962964,32.2915639,41.22109166,51.31842494,60.50560628,70.58344136,78.9427988
IDA total,IDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.409131348,2.282912444,4.122579387,7.415517931,13.95653494,21.73991193,31.19309672,36.99734863,43.93999869,51.29825367
IDA blend,IDB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.734560719,2.660633376,5.30994779,10.31798119,20.08022158,30.58022684,44.35153192,50.25671066,56.50935134,61.64180355
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.382829775,8.395123044,13.5864546,20.73007286,27.82291059,40.18813746,59.70118703,68.59298249,87.36986824,101.9132298
IDA only,IDX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.243276284,2.090243147,3.513515975,5.930978327,10.78909526,17.25021439,24.50565186,30.25337896,37.5416893,46.01532826
Isle of Man,IMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.189041948,3.030976024,4.622779363,7.854585245,14.24727183,19.74460191,28.89137464,43.12053018,60.94154381,71.49252962
Not classified,INX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,
Ireland,IRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.76564829,87.93801927,95.117702,103.1096369,110.8615681,114.9394597,114.3177837,104.6705407,103.2310634,106.8664733
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.387307587,5.064191448,7.36125265,12.19929284,21.80616729,41.73180691,59.62235147,72.0673534,73.27808856,75.08948655
Iraq,IRQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.080218454,0.311957742,2.181361761,5.694167701,34.04739428,50.23505936,61.75282482,69.43279439,78.22078802,83.05533225
Iceland,ISL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,91.27638621,97.12382619,99.64411344,95.97564572,100.7346857,106.8532651,108.385233,107.4836583,106.4774231,106.371764
Israel,ISR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.1184693,105.4153034,112.9045446,118.7996776,125.7928698,130.0104671,127.9334826,125.4792397,124.0191516,122.8780169
Italy,ITA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.78421194,98.61965832,108.2859475,122.6810451,137.366591,152.8583313,153.3227536,152.3254107,157.8857589,161.1720125
Jamaica,JAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,46.23273898,58.1803526,67.43272973,72.3161252,82.58220372,96.96932369,97.89519734,105.7308062,113.219722,104.2274947
Jordan,JOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.93550774,24.38913661,29.1046413,54.42071862,72.48720696,76.28181312,81.0429624,87.2499514,91.16524748,97.64728405
Japan,JPN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,63.42667271,67.66835986,71.35023936,75.18656608,77.73234294,83.53615919,85.88467316,90.4633869,95.9116759,103.3168827
Kazakhstan,KAZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.857552803,8.812757528,16.04588586,35.0455602,50.00066233,78.47786513,94.00111826,106.3591134,119.3838723,153.0610945
Kenya,KEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.517217291,4.587200143,7.145047389,12.59244566,19.49669464,29.32215145,40.97200639,47.34403568,59.40635121,65.03449165
Kyrgyz Republic,KGZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.063491552,2.758116537,5.226726308,10.67221611,24.62261791,41.82417147,64.58667104,84.11184488,97.29236321,113.758549
Cambodia,KHM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.006869827,3.876646555,6.593211984,8.000992063,12.77405529,18.88395596,30.51750691,44.47407491,56.94971539,94.60559671
Kiribati,KIR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.566977836,0.592108966,0.67956552,0.70403466,0.741973437,0.776984678,1.012545438,9.815713861,10.2937033,13.16553357
St. Kitts and Nevis,KNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.07051921,48.09163643,62.60253864,108.8417952,107.7335812,134.9993721,154.6124313,155.3529908,163.2120124,155.7222885
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,67.38082966,69.60450404,75.44536178,78.72993476,82.23556489,90.48503502,92.73018818,97.15641094,102.4656157,105.4646393
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,57.41702024,65.6912898,80.64410141,60.87944752,49.69401838,56.96422431,56.472399,92.81712982,132.9979705,155.7470502
Latin America & Caribbean (excluding high income),LAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.13997257,22.43634569,30.82266602,42.37871329,53.36608457,66.13954614,79.14037223,87.02249973,95.72299335,104.3934357
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.004142178,2.013309089,3.606208038,11.4319374,17.26911086,24.86832517,33.44236946,52.60758384,64.0628788,86.34569749
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.53338131,18.12652747,19.35591671,21.14507584,23.24555497,26.42981081,29.94916198,49.66349652,57.81604547,66.44814924
Liberia,LBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.165304065,1.535557666,3.00958238,4.971853097,8.410401143,16.26269422,23.68792026,28.90313156,40.37944614,50.29659413
Libya,LBY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.265573561,2.259566551,8.756331265,34.49100078,66.7172991,75.31649245,121.7927367,155.4306467,175.8727443,160.0655885
St. Lucia,LCA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,8.979748043,61.67071575,62.41657191,64.65422814,63.85255864,87.68842572,102.9609849,110.1712335,113.8593216,123.3479925
Latin America & Caribbean,LCN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.98100864,23.29235256,31.82649008,43.28533127,54.4512905,67.13374643,79.90037096,88.15746727,97.15996975,105.8080264
Least developed countries: UN classification,LDC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.002744371,1.687055366,2.833188754,4.992395682,9.131856221,15.07916178,21.64098226,26.46814395,33.46742359,42.20316465
Low income,LIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.950653073,1.853406492,3.091982568,4.475512832,7.858919348,12.50388465,18.78426172,23.70418548,29.57707462,36.41406004
Liechtenstein,LIE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,33.65506656,73.15288954,74.01602229,79.2296834,82.22762368,90.90212113,95.8529503,97.96512442,98.62754904,101.8653735
