Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Chile,CHL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.392072989,4.578857544,7.849482044,7.642888649,12.16220724,5.338018812,-0.053439049,4.654764991,8.962293747,3.112906925
China,CHN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.604850658,2.605441209,6.954321801,3.902639778,3.927910852,7.749179838,7.791801942,-0.210533902,6.881144874,8.07559638
Cote d'Ivoire,CIV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.667307076,4.801016887,-2.890620394,1.301305273,1.744017698,2.933142431,8.502569447,2.34574282,5.38642329,1.63542432
Cameroon,CMR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.841655702,0.195810514,1.986006799,0.748966068,3.358663703,0.957762904,6.612783812,1.645181868,1.909827788,2.670232542
"Congo, Dem. Rep.",COD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,31.71946123,13.41545352,6.365458263,29.86954662,13.32522538,20.27146498,20.46531662,32.65792915,20.78632515,13.79166011
"Congo, Rep.",COG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.738927561,-4.251536919,16.8072383,21.32945389,18.51937308,1.122452918,25.0276754,-20.62725465,20.72207519,10.67028677
Colombia,COL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.968190573,6.829014842,7.283033407,4.559840254,5.783510193,5.130078342,7.741429293,4.244563778,3.741545095,5.990888943
Comoros,COM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.170655917,5.111829176,3.388361732,0.315881658,3.110763709,3.544922696,3.109219935,1.025797096,1.653439517,3.088906425
Cabo Verde,CPV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-0.363208944,4.921099761,-6.332546974,-1.794883198,4.63977092,1.365374447,3.545932648,2.174621123,0.505086042,2.676410906
Costa Rica,CRI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,9.861003244,10.72253447,13.44587624,13.10309246,13.03749845,10.53527788,11.4176941,9.827297784,6.570813123,4.548391869
Caribbean small states,CSS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Cuba,CUB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.533175759,2.973510543,0.605978559,0.38008067,10.36556127,3.589775462,-0.344532567,0.634175021,1.202048529,4.323767132
Curacao,CUW,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.410000193,1.620001023,1.379999749,4.100000324,3.130000818,2.999999586,6.899999365,1.799999666,2.780001357,2.332998611
Cayman Islands,CYM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.553957112,1.666539175,4.399723775,7.301794768,74.52157342,2.407334539,3.047548597,0.607783808,-0.206427431,-0.459133299
Cyprus,CYP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.296460638,5.38767896,2.709233387,2.019549562,3.086221565,4.138232982,4.716159437,0.270471592,1.99025037,1.824860649
Czech Republic,CZE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.715458864,1.156069288,3.872393451,0.073659956,0.690924062,3.51814694,2.054140105,2.598717443,-1.425449616,0.020952612
Germany,DEU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.350551643,1.206865986,1.093727836,0.620694358,0.304045355,1.697387271,0.838791683,1.7569942,0.757704408,1.070476908
Djibouti,DJI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Dominica,DMA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.790758917,-3.119307139,3.791885197,-1.448482634,2.367449672,1.525168937,1.508536561,8.003847533,0.29670013,1.685640264
Denmark,DNK,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.347662427,1.481799325,2.095789505,2.906375904,2.076205287,2.432261473,4.134724656,0.5290228,3.224064436,0.638645461
Dominican Republic,DOM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.920668849,33.46154066,45.16631005,5.781251843,6.641244773,5.700857255,10.39168751,3.498146566,5.443413315,8.060755175
Algeria,DZA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.311488107,8.328835734,12.24587584,16.11681869,10.56356014,6.423261755,15.35548006,-11.18979348,16.08171712,18.24090967
East Asia & Pacific (excluding high income),EAP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Early-demographic dividend,EAR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
East Asia & Pacific,EAS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Europe & Central Asia,ECS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Ecuador,ECU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,12.0852462,10.5930978,4.261834031,7.732722755,8.000910726,6.650500136,13.8473189,0.655537559,7.46507997,5.662656747
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.165579065,6.777493606,11.66990834,6.212729506,7.359977731,12.59573982,12.20398446,11.18554227,10.10686463,11.66297635
Euro area,EMU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Eritrea,ERI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,16.14866733,21.87284165,24.79928572,7.623689381,11.39400375,7.28820842,16.07622012,29.5045071,11.57375741,13.3408506
Spain,ESP,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.114985296,3.918908845,3.921275695,4.149491286,3.978200117,3.331139602,2.135441392,0.252533821,0.16041859,0.028968199
Estonia,EST,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.047947246,4.293393968,4.867405088,6.071704912,8.877905052,11.51045906,7.49280755,0.430687766,1.735884047,5.260896424
Ethiopia,ETH,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-3.621434213,12.76797833,3.911362456,9.875511911,11.5523498,17.22057948,30.31167308,24.14641529,1.444572317,20.06187508
European Union,EUU,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Finland,FIN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.970277769,0.21365275,0.607742706,0.92361662,0.912454382,2.765039571,3.076884682,1.877414436,0.350772528,2.584023761
Fiji,FJI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.31901532,7.873831983,2.239112732,6.817737677,3.725106993,2.955055586,1.355986638,1.390694791,4.229785352,9.39134058
France,FRA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.084660573,1.863034762,1.665513689,1.992027108,2.229544536,2.619994938,2.428018,0.136762954,1.053620244,0.947960207
Faroe Islands,FRO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.021296679,-0.393280239,1.051625629,2.087128706,1.420963397,3.280189148,4.787569945,5.265253523,3.795106954,1.322204737
Gabon,GAB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.855807814,-0.217120396,7.765278535,20.09447289,9.868137278,4.231361642,20.47895904,-18.0745351,16.56432021,12.68122777
United Kingdom,GBR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.229512302,2.411009819,2.508014825,2.645640926,3.027195574,2.579644206,2.82238757,1.521299207,1.570106241,1.919328996
Georgia,GEO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.92068344,3.423047209,8.431835745,7.937572615,8.448066664,9.464218666,9.595582674,-2.136554404,8.547250902,9.453584098
Ghana,GHA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,22.8185847,28.70440728,14.35015113,14.9637183,12.78866114,18.62788847,19.41027105,15.66656868,16.59564479,13.91482213
Gibraltar,GIB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Guinea,GIN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.432772377,15.91069656,16.52158332,27.39084537,37.58404182,13.60823668,16.70108991,1.765879624,16.09448234,8.999287649
"Gambia, The",GMB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,16.10387759,27.39114006,16.84634317,3.593314358,1.932224439,4.295673528,2.010750247,5.179127144,4.29871087,3.715842421
Guinea-Bissau,GNB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.79681441,-5.011825826,-1.38677412,5.80054673,-2.272704288,4.381030369,12.47520655,-2.458157949,2.965353019,14.03157423
Equatorial Guinea,GNQ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.582890271,0.635621902,16.92276351,42.57748777,12.9763712,3.037653859,19.84003893,-20.83023096,24.90653418,17.04510657
Greece,GRC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.348771327,3.453574315,3.062661563,2.240319487,3.495042612,3.422666805,4.344583232,2.569771121,0.673371803,0.798356141
Grenada,GRD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.372146666,-0.077072097,2.031148013,2.465270336,4.657577061,2.319443727,7.847729026,-0.009899798,0.479707201,0.224555088
Greenland,GRL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.103083667,6.532978067,-0.538444085,-3.229177083,2.238383145,-0.047515342,-2.01334418,5.538635432,2.027604919,2.884045659
Guatemala,GTM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.449502751,4.456033017,6.076934481,5.634572519,4.993877081,7.13598858,9.440696851,3.543299253,5.141893973,6.933033094
Guam,GUM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,4.210506814,1.796169856,5.099392478,4.377464531,3.002952948,3.82775613,3.13784895,0.28682647,0.5505549
Guyana,GUY,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.618751571,4.718566777,6.775237831,7.632428903,5.627296115,12.69264686,8.712284245,4.001840295,5.734214539,7.924569738
High income,HIC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-3.401795989,-6.007697529,-3.590868006,-0.150082399,-0.534784174,3.137470053,1.281499816,-0.375421974,0.270641643,3.897901987
Honduras,HND,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.131939922,5.759740767,6.451983852,7.279164158,5.348663465,6.625507168,7.790513639,7.653732423,4.676043295,7.807205237
Heavily indebted poor countries (HIPC),HPC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Croatia,HRV,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.435035559,4.092810296,3.734966497,3.418501746,3.972416212,4.12400225,5.689190538,2.78328288,0.813764652,1.656327571
Haiti,HTI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,9.994215831,26.90251759,21.50609543,17.57194443,14.73887449,8.04065047,12.89485194,3.702317367,5.451056322,7.510274119
Hungary,HUN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,8.3410508,5.543169197,4.987175004,2.428789745,3.535223892,5.409139246,4.995068872,4.038553809,2.329190549,2.272911272
IBRD only,IBD,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
IDA & IBRD total,IBT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
IDA total,IDA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
IDA blend,IDB,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Indonesia,IDN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.896051693,5.487429138,8.550727032,14.33178708,14.08742442,11.25857853,18.14975125,8.274752432,15.26429366,7.465943034
IDA only,IDX,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Isle of Man,IMN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.803521116,2.848790081,5.448872504,2.896693863,3.561260631,11.66769449,38.00019841,6.962633015,5.206786239,4.854758894
India,IND,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.715683776,3.867798086,5.72540656,5.621912514,8.400932189,6.944407525,9.193961933,7.040387019,10.52601917,8.733582433
Not classified,INX,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Ireland,IRL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.861870498,3.823742069,0.554864012,2.819353016,3.012359438,1.320689835,-0.888856219,-5.010479087,-3.221414794,-1.622152064
"Iran, Islamic Rep.",IRN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,29.25229966,13.03725119,24.66302665,20.1661916,14.58259303,22.93906135,19.42198087,4.598516917,15.88262597,23.74297537
Iraq,IRQ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.653371571,7.804234388,16.72169981,32.30692269,18.00503066,15.01581429,30.17540867,-19.52120051,16.58674075,24.68943742
Iceland,ISL,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.890339937,0.4850115,2.671679533,2.583442307,8.376076811,4.305276472,11.86453556,10.220274,5.472439284,3.139415958
Israel,ISR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.17763164,-0.043171307,0.48118245,1.134771469,1.992212904,1.169986042,2.427106243,3.884727031,1.773718101,2.083964914
Italy,ITA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.354198539,3.181332105,2.523726034,1.888233449,1.898849869,2.434610726,2.480577356,1.957826338,0.319446203,1.468390873
Jamaica,JAM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,9.083848429,11.62405511,12.85859953,11.46874387,8.848192933,11.32081038,13.54680953,11.64640691,9.811016555,5.800985282
Jordan,JOR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.92224524,2.148813934,3.091808145,2.006611227,10.65163526,5.05064062,21.09495695,2.300677031,8.246325902,6.219139414
Japan,JPN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.458286043,-1.616981143,-1.100735877,-1.037434652,-0.883377798,-0.729479771,-0.980895409,-0.611272559,-1.895163535,-1.674325774
Kazakhstan,KAZ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.803224097,11.73852465,16.13162699,17.87482725,21.55170891,15.5270973,20.93653821,4.691085073,19.5422854,20.54295827
Kenya,KEN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.933205556,6.197313239,7.126841556,4.899649719,7.786740571,8.129485595,15.15117496,11.63730368,2.091675657,10.79392242
Kyrgyz Republic,KGZ,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.025465536,3.974945469,5.108397693,7.128657497,9.391617849,14.87655209,22.21598851,4.035303735,10.03390382,22.48184215
Cambodia,KHM,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,0.713141232,1.797517596,4.823737963,6.076678825,4.631109399,6.518033506,12.25378661,2.504384662,3.12059287,3.36406625
Kiribati,KIR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.947133684,2.639303396,1.707640775,0.512072322,-0.255517252,6.149118637,8.316868498,0.170008195,1.178605664,1.877206602
St. Kitts and Nevis,KNA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,2.082001463,1.279609025,4.683155902,-0.487734296,10.53503377,10.20679738,2.913666777,0.055097759,1.450643163,4.902776903
"Korea, Rep.",KOR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,3.06049293,3.395062023,2.984103715,1.031571545,-0.139840054,2.397231346,2.956662985,3.54229743,3.161444248,1.58460368
Kuwait,KWT,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,5.153043486,4.924563112,10.84995415,22.35761174,16.17340157,4.306788698,18.66198429,-17.21634884,11.16571396,17.22778175
Latin America & Caribbean (excluding high income),LAC,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,
Lao PDR,LAO,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,6.318464743,13.45008984,10.69042854,8.640322479,10.80510123,7.438286006,8.863450638,-2.932073533,9.196571112,10.4687176
Lebanon,LBN,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,4.921187921,1.581252489,-0.943340806,-1.08952996,0.883364953,3.174303887,7.557046234,10.29365481,0.23723353,3.361870644
Liberia,LBR,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-1.392728846,15.51149136,16.85827722,0.490010865,9.134885392,12.01764253,17.32634788,-2.722842101,6.512001318,10.9234478
